Price Period,Town,Super,Diesel,Kerosene,TOWNS,Super , Diesel,                      TOWNS, Diesel ,Kerosene ,Petrol,TOWN,Super Petrol,Period
"July 1 -July 14, 2023",,,,173.7,Moiben,195.37,179.91,,,,,,,
"July 1 -July 14, 2023",,,,173.67,Matunda,195.34,179.88,,,,,,,
"July 1 -July 14, 2023",,,,173.63,Burnt Forest,195.3,179.84,,,,,,,
"July 1 -July 14, 2023",,,,173.72,Tambach,195.39,179.94,,,,,,,
"July 1 -July 14, 2023",,,,174.23,Kapsowar,195.9,180.44,,,,,,,
"July 1 -July 14, 2023",,,,174.1,Chebara,195.77,180.31,,,,,,,
"July 1 -July 14, 2023",,,,174.02,Kimwarer,195.69,180.23,,,,,,,
"July 1 -July 14, 2023",,,,173.93,Timboroa,195.6,180.15,,,,,,,
"July 1 -July 14, 2023",,,,173.9,Nandi Hills,195.56,180.1,,,,,,,
"July 1 -July 14, 2023",,,,173.74,Kaiboi,195.41,179.95,,,,,,,
"July 1 -July 14, 2023",,,,174.27,Kiminini,195.94,180.48,,,,,,,
"July 1 -July 14, 2023",,,,174.64,Endebes,196.32,180.86,,,,,,,
"July 1 -July 14, 2023",,,,174.3,Saboti,195.97,180.51,,,,,,,
"July 1 -July 14, 2023",,,,174.97,Chepareria,196.64,181.19,,,,,,,
"July 1 -July 14, 2023",,,,176.71,Lomut,198.38,182.92,,,,,,,
"July 1 -July 14, 2023",,,,175.43,Burgich,197.09,181.63,,,,,,,
"July 1 -July 14, 2023",,,,175.57,Sigor,197.23,181.77,,,,,,,
"July 1 -July 14, 2023",,,,178.18,Lodwar,199.84,184.38,,,,,,,
"July 1 -July 14, 2023",,,,179.88,Kakuma,201.55,186.09,,,,,,,
"July 1 -July 14, 2023",,,,177.1,Lokichar,198.77,183.31,,,,,,,
"July 1 -July 14, 2023",,,,178.99,Kalokol,200.66,185.21,,,,,,,
"July 1 -July 14, 2023",,,,177.49,Lokori,199.16,183.7,,,,,,,
"July 1 -July 14, 2023",,,,182.09,Lokitaung,203.75,188.3,,,,,,,
"July 1 -July 14, 2023",,,,176.71,Kapedo,198.38,182.92,,,,,,,
"July 1 -July 14, 2023",,,,174.94,Malaba,196.61,181.15,,,,,,,
"July 1 -July 14, 2023",,,,181.16,Lokichogio,202.83,187.36,,,,,,,
"July 1 -July 14, 2023",,,,173.9,Ziwa,195.56,180.1,,,,,,,
"July 1 -July 14, 2023",,,,173.69,Soy,195.36,179.89,,,,,,,
"July 1 -July 14, 2023",,,,173.76,Moi's Bridge,195.43,179.96,,,,,,,
"July 1 -July 14, 2023",,,,173.63,Turbo,195.3,179.84,,,,,,,
"July 1 -July 14, 2023",,,,182.34,Kibish,204.01,188.55,,,,,,,
"July 1 -July 14, 2023",,,,181.08,Nakalale,202.74,187.28,,,,,,,
"July 1 -July 14, 2023",,,,177.23,Loima,198.89,183.44,,,,,,,
"July 1 -July 14, 2023",,,,178.91,Lokiriama,200.58,185.11,,,,,,,
"July 1 -July 14, 2023",,,,175.9,Kainuk,197.57,182.12,,,,,,,
"July 1 -July 14, 2023",,,,175.18,Kacheliba,196.85,181.4,,,,,,,
"July 1 -July 14, 2023",,,,175.83,Kiwawa,197.51,182.05,,,,,,,
"July 1 -July 14, 2023",,,,175.39,Ortum,197.06,181.61,,,,,,,
"July 1 -July 14, 2023",,,,174.1,Kachibora,195.77,180.31,,,,,,,
"July 1 -July 14, 2023",,,,174.87,Kwanza,196.54,181.08,,,,,,,
"July 1 -July 14, 2023",,,,174.13,Kaplamai,195.8,180.34,,,,,,,
"July 1 -July 14, 2023",,,,174.57,Eldama Ravine,196.25,180.79,,,,,,,
"July 1 -July 14, 2023",,,,174.73,Tenges,196.4,180.94,,,,,,,
"July 1 -July 14, 2023",,,,174.85,Barwessa,196.52,181.06,,,,,,,
"July 1 -July 14, 2023",,,,175.82,Kipsaraman,197.49,182.04,,,,,,,
"July 1 -July 14, 2023",,,,175.68,Loruk,197.35,181.9,,,,,,,
"July 1 -July 14, 2023",,,,174.57,Kabartonjo,196.25,180.79,,,,,,,
"July 1 -July 14, 2023",,,,174.64,Tindiret,196.32,180.86,,,,,,,
"July 1 -July 14, 2023",,,,173.76,O'lessos,195.43,179.96,,,,,,,
"July 1 -July 14, 2023",,,,174.19,Kobujoi,195.85,180.39,,,,,,,
"July 1 -July 14, 2023",,,,174.27,Serem,195.94,180.48,,,,,,,
"July 1 -July 14, 2023",,,,173.69,Kabiyet,195.36,179.89,,,,,,,
"July 1 -July 14, 2023",,,,174.14,Cheptulu,195.81,180.36,,,,,,,
"July 1 -July 14, 2023",,,,174.73,Songor,196.4,180.94,,,,,,,
"July 1 -July 14, 2023",,,,174.34,Kapcherop,196.01,180.55,,,,,,,
"July 1 -July 14, 2023",,,,175.08,Sambalat,196.75,181.28,,,,,,,
"July 1 -July 14, 2023",,,,174.7,Arror,196.37,180.91,,,,,,,
"July 1 -July 14, 2023",,,,174.92,Tot,196.59,181.13,,,,,,,
"July 1 -July 14, 2023",,,,173.9,Kaptarakwa,195.56,180.1,,,,,,,
"July 1 -July 14, 2023",,,,177.06,Kapese,198.73,183.27,,,,,,,
"July 1 -July 14, 2023",,,,176.41,Kalemngorok,198.08,182.62,,,,,,,
"July 1 -July 14, 2023",,,,175.31,Marich,196.98,181.52,,,,,,,
"July 1 -July 14, 2023",,,,175.83,Alale,197.51,182.05,,,,,,,
"July 1 -July 14, 2023",,,,175.47,Kunyao,197.14,181.69,,,,,,,
"July 1 -July 14, 2023",,,,175.03,Asilong,196.7,181.24,,,,,,,
"July 1 -July 14, 2023",,,,175.08,Orolwo,196.75,181.28,,,,,,,
"July 1 -July 14, 2023",,,,175.02,Sebit,196.69,181.23,,,,,,,
"July 1 -July 14, 2023",,,,174.92,Morpus,196.59,181.13,,,,,,,
"July 1 -July 14, 2023",,,,174.8,Chepkorniswo,196.47,181.01,,,,,,,
"July 1 -July 14, 2023",,,,174.74,Kaibichbich,196.41,180.95,,,,,,,
"July 1 -July 14, 2023",,,,174.45,Keringet,196.12,180.66,,,,,,,
"July 1 -July 14, 2023",,,,173.68,Kisumu,195.34,179.89,,,,,,,
"July 1 -July 14, 2023",,,,173.79,Sondu,195.46,180.0,,,,,,,
"July 1 -July 14, 2023",,,,174.3,Oyugis,195.98,180.52,,,,,,,
"July 1 -July 14, 2023",,,,173.73,Kakamega,195.4,179.94,,,,,,,
"July 1 -July 14, 2023",,,,174.02,Mumias,195.69,180.24,,,,,,,
"July 1 -July 14, 2023",,,,173.91,Bondo,195.58,180.11,,,,,,,
"July 1 -July 14, 2023",,,,174.04,Siaya,195.7,180.25,,,,,,,
"July 1 -July 14, 2023",,,,174.22,Kericho,195.89,180.44,,,,,,,
"July 1 -July 14, 2023",,,,174.29,Nyamira,195.96,180.51,,,,,,,
"July 1 -July 14, 2023",,,,174.63,Kisii,196.3,180.83,,,,,,,
"July 1 -July 14, 2023",,,,174.44,Sotik,196.11,180.65,,,,,,,
"July 1 -July 14, 2023",,,,174.64,Keroka,196.31,180.84,,,,,,,
"July 1 -July 14, 2023",,,,174.61,Busia,196.28,180.82,,,,,,,
"July 1 -July 14, 2023",,,,174.56,Homabay,196.23,180.76,,,,,,,
"July 1 -July 14, 2023",,,,175.47,Migori,197.14,181.68,,,,,,,
"July 1 -July 14, 2023",,,,175.78,Isebania,197.44,181.99,,,,,,,
"July 1 -July 14, 2023",,,,174.87,Bomet,196.55,181.09,,,,,,,
"July 1 -July 14, 2023",,,,173.93,Muhoroni,195.6,180.14,,,,,,,
"July 1 -July 14, 2023",,,,174.54,Mbita,196.21,180.75,,,,,,,
"July 1 -July 14, 2023",,,,173.68,Mbale,195.34,179.89,,,,,,,
"July 1 -July 14, 2023",,,,175.24,Etago,196.91,181.45,,,,,,,
"July 1 -July 14, 2023",,,,175.35,Magenche,197.01,181.56,,,,,,,
"July 1 -July 14, 2023",,,,175.17,Kilgoris,196.84,181.38,,,,,,,
"July 1 -July 14, 2023",,,,174.07,Malava,195.74,180.28,,,,,,,
"July 1 -July 14, 2023",,,,174.49,Lugari,196.16,180.69,,,,,,,
"July 1 -July 14, 2023",,,,174.63,Rodi Kopany,196.3,180.83,,,,,,,
"July 1 -July 14, 2023",,,,174.92,Ndhiwa,196.59,181.12,,,,,,,
"July 1 -July 14, 2023",,,,174.61,Rangwe,196.28,180.82,,,,,,,
"July 1 -July 14, 2023",,,,174.63,Sindo,196.3,180.83,,,,,,,
"July 1 -July 14, 2023",,,,173.64,Awasi,195.31,179.85,,,,,,,
"July 1 -July 14, 2023",,,,173.68,Ahero,195.34,179.89,,,,,,,
"July 1 -July 14, 2023",,,,174.14,Ugunja,195.81,180.35,,,,,,,
"July 1 -July 14, 2023",,,,173.77,Asembo,195.44,179.97,,,,,,,
"July 1 -July 14, 2023",,,,174.28,Usenge,195.95,180.48,,,,,,,
"July 1 -July 14, 2023",,,,173.72,Harambee,195.39,179.93,,,,,,,
"July 1 -July 14, 2023",,,,175.62,Muhuru Bay,197.29,181.84,,,,,,,
"July 1 -July 14, 2023",,,,175.88,Kehancha,197.55,182.09,,,,,,,
"July 1 -July 14, 2023",,,,176.2,Ntimaru,197.87,182.42,,,,,,,
"July 1 -July 14, 2023",,,,174.89,Rongo,196.56,181.1,,,,,,,
"July 1 -July 14, 2023",,,,174.85,Kaspokwony,196.52,181.05,,,,,,,
"July 1 -July 14, 2023",,,,174.79,Chwele,196.46,181.01,,,,,,,
"July 1 -July 14, 2023",,,,174.71,Kimilili,196.38,180.91,,,,,,,
"July 1 -July 14, 2023",,,,174.61,Nambale,196.28,180.82,,,,,,,
"July 1 -July 14, 2023",,,,174.6,SioPort,196.27,180.81,,,,,,,
"July 1 -July 14, 2023",,,,174.65,Port Bunyala,196.32,180.87,,,,,,,
"July 1 -July 14, 2023",,,,174.46,Funyula,196.13,180.67,,,,,,,
"July 1 -July 14, 2023",,,,174.79,Ogembo,196.46,181.01,,,,,,,
"July 1 -July 14, 2023",,,,175.07,Nyangusu,196.74,181.28,,,,,,,
"July 1 -July 14, 2023",,,,174.99,Sengera,196.65,181.19,,,,,,,
"July 1 -July 14, 2023",,,,174.7,Keumbu,196.36,180.9,,,,,,,
"July 1 -July 14, 2023",,,,174.37,Marani,196.04,180.59,,,,,,,
"July 1 -July 14, 2023",,,,174.77,Kerina,196.43,180.97,,,,,,,
"July 1 -July 14, 2023",,,,174.07,Ikonge,195.74,180.28,,,,,,,
"July 1 -July 14, 2023",,,,174.5,Nyansiongo,196.17,180.72,,,,,,,
1.0,Mombasa,176.98,159.76,143.69,,,,,,,,,,
2.0,Kilifi,177.69,160.47,144.41,,,,,,,,,,
3.0,Likoni Mainland,177.34,160.11,144.05,,,,,,,,,,
4.0,Kwale,177.34,160.11,144.05,,,,,,,,,,
6.0,Lungalunga,178.05,160.83,144.76,,,,,,,,,,
7.0,Voi,178.46,161.24,145.17,,,,,,,,,,
8.0,Taveta,179.86,162.64,146.58,,,,,,,,,,
9.0,Lamu,180.27,163.06,147.0,,,,,,,,,,
10.0,Hola,180.57,163.34,147.28,,,,,,,,,,
11.0,Mpeketoni,180.27,163.06,147.0,,,,,,,,,,
12.0,Minjila,179.25,162.02,145.96,,,,,,,,,,
13.0,Garsen,179.33,162.11,146.05,,,,,,,,,,
14.0,Samburu,177.28,160.06,144.0,,,,,,,,,,
15.0,Taru,177.46,160.24,144.18,,,,,,,,,,
16.0,Mwatate,178.79,161.57,145.51,,,,,,,,,,
17.0,Wundanyi,178.96,161.74,145.68,,,,,,,,,,
18.0,Kaloleni,177.13,159.92,143.85,,,,,,,,,,
19.0,Marereni,178.56,161.34,145.27,,,,,,,,,,
20.0,Nairobi,179.3,162.0,145.94,,,,,,,,,,
21.0,Thika,179.31,162.01,145.94,,,,,,,,,,
22.0,Machakos,179.54,162.24,146.18,,,,,,,,,,
23.0,Kajiado,179.72,162.42,146.36,,,,,,,,,,
24.0,Makuyu,179.59,162.29,146.23,,,,,,,,,,
25.0,Muranga,179.82,162.52,146.46,,,,,,,,,,
26.0,Sagana,180.05,162.75,146.68,,,,,,,,,,
27.0,Embu,180.4,163.1,147.04,,,,,,,,,,
28.0,Kerugoya,180.33,163.03,146.97,,,,,,,,,,
29.0,Narok,180.69,163.4,147.33,,,,,,,,,,
30.0,Nyeri,180.67,163.37,147.31,,,,,,,,,,
,,,,,,,,,,,,,,
31.0,Namanga,180.85,163.55,147.48,,,,,,,,,,
,,,,,,,,,,,,,,
32.0,Kiganjo,180.64,163.34,147.28,,,,,,,,,,
,,,,,,,,,,,,,,
33.0,Chuka,180.93,163.63,147.57,,,,,,,,,,
34.0,Kitui,180.84,163.54,147.47,,,,,,,,,,
35.0,Mwingi,181.22,163.93,147.86,,,,,,,,,,
36.0,Nanyuki,181.23,163.94,147.87,,,,,,,,,,
37.0,Nkubu,182.21,164.91,148.84,,,,,,,,,,
38.0,Mtito Andei,181.74,164.44,148.38,,,,,,,,,,
39.0,Meru,182.4,165.1,149.04,,,,,,,,,,
40.0,Isiolo,182.26,164.96,148.89,,,,,,,,,,
41.0,Maua,182.85,165.56,149.49,,,,,,,,,,
42.0,Garissa,183.47,166.17,150.11,,,,,,,,,,
43.0,Marsabit,187.15,169.85,153.79,,,,,,,,,,
44.0,Liboi,186.24,168.94,152.87,,,,,,,,,,
45.0,Moyale,188.74,171.44,155.37,,,,,,,,,,
46.0,Sololo,187.79,170.49,154.43,,,,,,,,,,
47.0,Habaswein,186.16,168.86,152.8,,,,,,,,,,
48.0,Dadaab,184.85,167.55,151.49,,,,,,,,,,
49.0,Tarbaj,188.42,171.12,155.04,,,,,,,,,,
50.0,Elwak,190.02,172.72,156.65,,,,,,,,,,
51.0,Wajir,188.57,171.27,155.21,,,,,,,,,,
52.0,Modogashe,186.3,169.0,152.94,,,,,,,,,,
53.0,Mandera,192.35,175.05,158.98,,,,,,,,,,
54.0,Matuu,180.2,162.9,146.84,,,,,,,,,,
55.0,Merti,184.65,167.35,151.29,,,,,,,,,,
56.0,Oldonyiro,181.67,164.36,148.29,,,,,,,,,,
57.0,Eldas,190.34,173.04,156.98,,,,,,,,,,
58.0,Bute,187.38,170.08,154.02,,,,,,,,,,
59.0,Hadado,185.97,168.67,152.6,,,,,,,,,,
60.0,Mai Mahiu,179.42,162.12,146.06,,,,,,,,,,
61.0,Doldo,182.0,164.7,148.63,,,,,,,,,,
62.0,Lamuria,181.12,163.82,147.75,,,,,,,,,,
63.0,Sipili,181.98,164.68,148.62,,,,,,,,,,
64.0,Marimanti,181.61,164.31,148.25,,,,,,,,,,
65.0,Mutuobare,180.95,163.65,147.58,,,,,,,,,,
66.0,North Horr,188.11,170.82,154.75,,,,,,,,,,
67.0,Maikona,186.73,169.43,153.37,,,,,,,,,,
68.0,Kalacha,187.27,169.97,153.91,,,,,,,,,,
69.0,Loyangalani,187.34,170.04,153.97,,,,,,,,,,
70.0,Turbi,187.14,169.84,153.78,,,,,,,,,,
71.0,Laisamis,184.36,167.06,150.98,,,,,,,,,,
72.0,Merille,184.05,166.75,150.69,,,,,,,,,,
73.0,Korr,185.3,168.0,151.93,,,,,,,,,,
74.0,Nakuru,178.62,161.83,145.79,,,,,,,,,,
75.0,Gilgil,178.58,161.79,145.76,,,,,,,,,,
76.0,Mogotio,178.57,161.78,145.74,,,,,,,,,,
77.0,Molo,178.65,161.86,145.83,,,,,,,,,,
78.0,Olenguruone,179.36,162.56,146.53,,,,,,,,,,
79.0,Londiani,178.88,162.09,146.05,,,,,,,,,,
80.0,Nyahururu,178.87,162.08,146.04,,,,,,,,,,
81.0,Archers Post,181.85,165.06,149.03,,,,,,,,,,
82.0,Lodosoit,182.95,166.16,150.13,,,,,,,,,,
83.0,Naivasha,178.95,162.15,146.11,,,,,,,,,,
84.0,Marigat,179.34,162.55,146.51,,,,,,,,,,
85.0,Kabarnet,179.83,163.04,147.01,,,,,,,,,,
86.0,Maralal,180.92,164.13,148.1,,,,,,,,,,
87.0,Wamba,181.76,164.97,148.93,,,,,,,,,,
88.0,Rumuruti,179.41,162.62,146.58,,,,,,,,,,
89.0,Eldoret,179.5,162.72,146.67,,,,,,,,,,
90.0,Kiplombe,179.5,162.72,146.67,,,,,,,,,,
91.0,Iten,179.5,162.72,146.67,,,,,,,,,,
92.0,Naiberi,179.5,162.72,146.67,,,,,,,,,,
93.0,Kesses,179.5,162.72,146.67,,,,,,,,,,
94.0,Kapsabet,179.52,162.74,146.68,,,,,,,,,,
95.0,Webuye,179.93,163.15,147.1,,,,,,,,,,
96.0,Kitale,179.86,163.08,147.03,,,,,,,,,,
97.0,Kapenguria,180.5,163.72,147.67,,,,,,,,,,
98.0,Bungoma,180.26,163.48,147.44,,,,,,,,,,
99.0,Moiben,179.52,162.74,146.68,,,,,,,,,,
100.0,Matunda,179.49,162.7,146.66,,,,,,,,,,
101.0,Burnt Forest,179.45,162.67,146.62,,,,,,,,,,
102.0,Tambach,179.54,162.76,146.71,,,,,,,,,,
103.0,Kapsowar,180.0,163.22,147.18,,,,,,,,,,
104.0,Chebara,179.89,163.1,147.06,,,,,,,,,,
105.0,Kimwarer,179.81,163.03,146.99,,,,,,,,,,
106.0,Timboroa,179.73,162.95,146.9,,,,,,,,,,
107.0,Nandi Hills,179.69,162.91,146.87,,,,,,,,,,
108.0,Kaiboi,179.55,162.77,146.73,,,,,,,,,,
109.0,Kiminini,180.05,163.27,147.21,,,,,,,,,,
110.0,Endebes,180.39,163.61,147.57,,,,,,,,,,
111.0,Saboti,180.07,163.29,147.25,,,,,,,,,,
112.0,Chepareria,180.71,163.93,147.87,,,,,,,,,,
113.0,Lomut,182.33,165.53,149.49,,,,,,,,,,
114.0,Burgich,181.12,164.34,148.29,,,,,,,,,,
115.0,Sigor,181.25,164.47,148.42,,,,,,,,,,
116.0,Lodwar,183.68,166.9,150.85,,,,,,,,,,
117.0,Kakuma,185.27,168.49,152.44,,,,,,,,,,
118.0,Lokichar,182.68,165.9,149.85,,,,,,,,,,
119.0,Kalokol,184.44,167.66,151.61,,,,,,,,,,
120.0,Lokori,183.05,166.27,150.22,,,,,,,,,,
121.0,Lokitaung,187.33,170.55,154.49,,,,,,,,,,
122.0,Kapedo,182.33,165.53,149.49,,,,,,,,,,
123.0,Malaba,180.66,163.88,147.84,,,,,,,,,,
124.0,Lokichogio,186.46,169.68,153.63,,,,,,,,,,
125.0,Ziwa,179.69,162.91,146.87,,,,,,,,,,
126.0,Soy,179.51,162.72,146.67,,,,,,,,,,
127.0,Moi?s Bridge,179.57,162.78,146.74,,,,,,,,,,
128.0,Turbo,179.45,162.67,146.62,,,,,,,,,,
129.0,Kibish,187.56,170.77,154.73,,,,,,,,,,
130.0,Nakalale,186.39,169.6,153.55,,,,,,,,,,
131.0,Loima,182.8,166.02,149.97,,,,,,,,,,
132.0,Lokiriama,184.37,167.59,151.53,,,,,,,,,,
133.0,Kainuk,181.57,164.79,148.74,,,,,,,,,,
134.0,Kacheliba,180.9,164.12,148.07,,,,,,,,,,
135.0,Kiwawa,181.5,164.72,148.68,,,,,,,,,,
136.0,Ortum,181.09,164.31,148.26,,,,,,,,,,
137.0,Kachibora,179.89,163.1,147.06,,,,,,,,,,
138.0,Kwanza,180.6,163.82,147.78,,,,,,,,,,
139.0,Kaplamai,179.92,163.14,147.08,,,,,,,,,,
140.0,Eldama Ravine,180.33,163.55,147.51,,,,,,,,,,
141.0,Tenges,180.47,163.69,147.65,,,,,,,,,,
142.0,Barwessa,180.59,163.81,147.75,,,,,,,,,,
143.0,Kipsaraman,181.49,164.71,148.66,,,,,,,,,,
144.0,Loruk,181.36,164.58,148.53,,,,,,,,,,
145.0,Kabartonjo,180.33,163.55,147.51,,,,,,,,,,
146.0,Tindiret,180.39,163.61,147.57,,,,,,,,,,
147.0,O?lessos,179.57,162.78,146.74,,,,,,,,,,
148.0,Kobujoi,179.97,163.19,147.14,,,,,,,,,,
149.0,Serem,180.05,163.27,147.21,,,,,,,,,,
150.0,Kabiyet,179.51,162.72,146.67,,,,,,,,,,
151.0,Cheptulu,179.93,163.15,147.1,,,,,,,,,,
152.0,Songor,180.47,163.69,147.65,,,,,,,,,,
153.0,Kapcherop,180.11,163.33,147.28,,,,,,,,,,
154.0,Sambalat,180.79,164.01,147.97,,,,,,,,,,
155.0,Arror,180.45,163.67,147.61,,,,,,,,,,
156.0,Tot,180.65,163.87,147.82,,,,,,,,,,
157.0,Kaptarakwa,179.69,162.91,146.87,,,,,,,,,,
158.0,Kapese,182.65,165.86,149.82,,,,,,,,,,
159.0,Kalemngorok,182.03,165.25,149.21,,,,,,,,,,
160.0,Marich,181.02,164.24,148.19,,,,,,,,,,
161.0,Alale,181.5,164.72,148.68,,,,,,,,,,
162.0,Kunyao,181.17,164.39,148.34,,,,,,,,,,
163.0,Asilong,180.76,163.98,147.93,,,,,,,,,,
164.0,Orolwo,180.79,164.01,147.97,,,,,,,,,,
165.0,Sebit,180.74,163.96,147.92,,,,,,,,,,
166.0,Morpus,180.65,163.87,147.82,,,,,,,,,,
167.0,Chepkorniswo,180.53,163.75,147.71,,,,,,,,,,
168.0,Kaibichbich,180.49,163.7,147.66,,,,,,,,,,
169.0,Keringet,180.21,163.43,147.39,,,,,,,,,,
170.0,Kisumu,179.5,162.7,146.66,,,,,,,,,,
171.0,Sondu,179.59,162.8,146.77,,,,,,,,,,
172.0,Oyugis,180.08,163.29,147.25,,,,,,,,,,
173.0,Kakamega,179.54,162.75,146.72,,,,,,,,,,
174.0,Mumias,179.82,163.03,146.99,,,,,,,,,,
175.0,Bondo,179.7,162.91,146.88,,,,,,,,,,
176.0,Siaya,179.83,163.04,147.0,,,,,,,,,,
177.0,Kericho,180.0,163.21,147.17,,,,,,,,,,
178.0,Nyamira,180.07,163.28,147.24,,,,,,,,,,
179.0,Kisii,180.37,163.58,147.55,,,,,,,,,,
180.0,Sotik,180.21,163.42,147.38,,,,,,,,,,
181.0,Keroka,180.39,163.6,147.56,,,,,,,,,,
182.0,Busia,180.36,163.57,147.54,,,,,,,,,,
183.0,Homabay,180.31,163.52,147.48,,,,,,,,,,
184.0,Migori,181.17,164.37,148.34,,,,,,,,,,
185.0,Isebania,181.45,164.66,148.62,,,,,,,,,,
186.0,Bomet,180.61,163.82,147.78,,,,,,,,,,
187.0,Muhoroni,179.72,162.93,146.9,,,,,,,,,,
188.0,Mbita,180.3,163.5,147.47,,,,,,,,,,
189.0,Mbale,179.5,162.7,146.66,,,,,,,,,,
190.0,Etago,180.94,164.15,148.12,,,,,,,,,,
191.0,Magenche,181.05,164.26,148.22,,,,,,,,,,
192.0,Kilgoris,180.88,164.09,148.06,,,,,,,,,,
193.0,Malava,179.86,163.06,147.03,,,,,,,,,,
194.0,Lugari,180.25,163.45,147.42,,,,,,,,,,
195.0,Rodi Kopany,180.37,163.58,147.55,,,,,,,,,,
196.0,Ndhiwa,180.65,163.86,147.82,,,,,,,,,,
197.0,Rangwe,180.36,163.57,147.54,,,,,,,,,,
198.0,Sindo,180.37,163.58,147.55,,,,,,,,,,
199.0,Awasi,179.45,162.66,146.63,,,,,,,,,,
200.0,Ahero,179.5,162.7,146.66,,,,,,,,,,
201.0,Ugunja,179.93,163.13,147.1,,,,,,,,,,
202.0,Asembo,179.57,162.78,146.75,,,,,,,,,,
203.0,Usenge,180.06,163.26,147.22,,,,,,,,,,
204.0,Harambee,179.54,162.75,146.71,,,,,,,,,,
205.0,Muhuru Bay,181.31,164.52,148.48,,,,,,,,,,
206.0,Kehancha,181.54,164.75,148.71,,,,,,,,,,
207.0,Ntimaru,181.85,165.06,149.02,,,,,,,,,,
208.0,Rongo,180.62,163.83,147.8,,,,,,,,,,
209.0,Kaspokwony,180.59,163.8,147.75,,,,,,,,,,
210.0,Chwele,180.53,163.74,147.7,,,,,,,,,,
211.0,Kimilili,180.46,163.67,147.62,,,,,,,,,,
212.0,Nambale,180.36,163.57,147.54,,,,,,,,,,
213.0,SioPort,180.35,163.56,147.53,,,,,,,,,,
214.0,Port Bunyala,180.4,163.61,147.57,,,,,,,,,,
215.0,Funyula,180.22,163.43,147.4,,,,,,,,,,
216.0,Ogembo,180.53,163.74,147.7,,,,,,,,,,
217.0,Nyangusu,180.79,164.0,147.96,,,,,,,,,,
218.0,Sengera,180.72,163.92,147.88,,,,,,,,,,
219.0,Keumbu,180.44,163.64,147.61,,,,,,,,,,
220.0,Marani,180.14,163.35,147.31,,,,,,,,,,
221.0,Kerina,180.5,163.71,147.68,,,,,,,,,,
222.0,Ikonge,179.86,163.07,147.03,,,,,,,,,,
223.0,Nyansiongo,180.26,163.47,147.43,,,,,,,,,,
15th June 2023- 14th July 2023,,179.2,,158.65,,,164.45,Mombasa,,,,,,
15th June 2023- 14th July 2023,,179.92,,159.36,,,165.16,Kilifi,,,,,,
15th June 2023- 14th July 2023,,179.56,,159.01,,,164.81,Likoni Mainland,,,,,,
15th June 2023- 14th July 2023,,179.56,,159.01,,,164.81,Kwale,,,,,,
15th June 2023- 14th July 2023,,180.12,,159.57,,,165.37,Malindi,,,,,,
15th June 2023- 14th July 2023,,180.27,,159.72,,,165.52,Lungalunga,,,,,,
15th June 2023- 14th July 2023,,180.68,,160.13,,,165.92,Voi,,,,,,
15th June 2023- 14th July 2023,,182.09,,161.54,,,167.34,Taveta,,,,,,
15th June 2023- 14th July 2023,,182.51,,161.96,,,167.75,Lamu,,,,,,
15th June 2023- 14th July 2023,,182.79,,162.24,,,168.04,Hola,,,,,,
15th June 2023- 14th July 2023,,182.51,,161.96,,,167.75,Mpeketoni,,,,,,
15th June 2023- 14th July 2023,,181.47,,160.92,,,166.72,Minjila,,,,,,
15th June 2023- 14th July 2023,,181.56,,161.01,,,166.81,Garsen,,,,,,
15th June 2023- 14th July 2023,,179.51,,158.95,,,164.74,Samburu,,,,,,
15th June 2023- 14th July 2023,,179.69,,159.14,,,164.93,Taru,,,,,,
15th June 2023- 14th July 2023,,181.02,,160.47,,,166.27,Mwatate,,,,,,
15th June 2023- 14th July 2023,,181.18,,160.64,,,166.43,Wundanyi,,,,,,
15th June 2023- 14th July 2023,,179.37,,158.81,,,164.6,Kaloleni,,,,,,
15th June 2023- 14th July 2023,,180.78,,160.23,,,166.03,Marereni,,,,,,
15th June 2023- 14th July 2023,,182.04,,161.48,,,167.28,Nairobi,,,,,,
15th June 2023- 14th July 2023,,182.04,,161.48,,,167.28,Thika,,,,,,
15th June 2023- 14th July 2023,,182.28,,161.71,,,167.51,Machakos,,,,,,
15th June 2023- 14th July 2023,,182.46,,161.89,,,167.69,Kajiado,,,,,,
15th June 2023- 14th July 2023,,182.33,,161.76,,,167.56,Makuyu,,,,,,
15th June 2023- 14th July 2023,,182.56,,162.0,,,167.8,Muranga,,,,,,
15th June 2023- 14th July 2023,,182.78,,162.22,,,168.02,Sagana,,,,,,
15th June 2023- 14th July 2023,,183.15,,162.58,,,168.38,Embu,,,,,,
15th June 2023- 14th July 2023,,183.07,,162.5,,,168.3,Kerugoya,,,,,,
15th June 2023- 14th July 2023,,183.43,,162.86,,,168.66,Narok,,,,,,
15th June 2023- 14th July 2023,,183.42,,162.85,,,168.65,Nyeri,,,,,,
15th June 2023- 14th July 2023,,183.59,,163.02,,,168.82,Namanga,,,,,,
15th June 2023- 14th July 2023,,183.37,,162.81,,,168.61,Kiganjo,,,,,,
15th June 2023- 14th July 2023,,183.68,,163.11,,,168.91,Chuka,,,,,,
15th June 2023- 14th July 2023,,183.57,,163.0,,,168.8,Kitui,,,,,,
15th June 2023- 14th July 2023,,183.96,,163.39,,,169.19,Mwingi,,,,,,
15th June 2023- 14th July 2023,,183.97,,163.4,,,169.2,Nanyuki,,,,,,
15th June 2023- 14th July 2023,,184.94,,164.38,,,170.18,Nkubu,,,,,,
